match	sentence	collection	author	title	textClass	bibl	date
erlaubte	Seit die › Alabama ‹ Anfang Juni zur Überholung in Cherbourg festgemacht hatte , berichteten Zeitungen und illustrierte Blätter über die Mission des unter der Flagge der Konföderierten fahrenden Schiffes und dessen begeisterte Aufnahme in Frankreich ; doch erst das Aufkreuzen der › Kearsarge ‹ verwandelte die bis dahin eher alsfait diversabgehandelte Geschichte des Südstaatenschiffes in ein spannungsgeladenes Drama , das mit der Versenkung der › Alabama ‹ ein ebenso spektakuläres wie medienwirksames Finale fand . Die Story der › Alabama ‹ entsprach exakt den Bedürfnissen der Nachrichtenmedien : Sie war sensationell , ließ sich packend illustrieren und erlaubte , da sie in sich abgeschlossen war , den raschen Wechsel zum nächsten Thema .	kern	Germer, Stefan	Le Répertoire des Souvenirs	Wissenschaft::Kunstwissenschaft	Germer, Stefan: Le Répertoire des Souvenirs. In: Germer, Stefan u. Fath, Manfred (Hgg.), Edouard Manet, Augenblicke der Geschichte, (Katalog zur Ausstellung in der Städtischen Kunsthalle Mannheim vom 18. Oktober 1992 bis 17. Januar 1993) München: Prestel 1992, S. #page#	1992-12-31
sah	Böhler war aufgesprungen und sah schnell aus dem Fenster .	kern	Konsalik, Heinz G.	Der Arzt von Stalingrad	Belletristik::Roman	Konsalik, Heinz G.: Der Arzt von Stalingrad, Hamburg: Dt. Hausbücherei 1960 [1956], S. #page#	1956-12-31
anwendet	Es ist zu fordern , daß das Reich dieses Druckmittel im Sinne einer weiteren Rationalisierung und eines baldigen Preisabbaus anwendet .	kern	W.D.	Das deutsche Zündholzmonopol	Zeitung::Morgen-Ausgabe	Vossische Zeitung (Morgen-Ausgabe), 05.03.1927	1927-03-05
übergelegt	Er riß den Knaben hoch , und während Martin und alle in der Schule dachten , jetzt wird er übergelegt , nahm Kantor Kannegießer Martin in die Arme und küßte ihn auf die Stirn .	kern	Welk, Ehm	Die Heiden von Kummerow	Belletristik	Welk, Ehm: Die Heiden von Kummerow, Rostock: Hirnstorff 1978 [1937], S. #page#	1937-12-31
benutzt	Um die in der M. enthaltenen Mikroorganismen unschädlich zu machen , benutzt man verschiedene Verfahren ( s. Milchkonservierung ) . - Vgl. Raudnitz und Basch ( 1903 ) , Jensen ( 1903 ) , Bernstein ( 1904 ) .	kern	unknown	M	Gebrauchsliteratur::Nachschlagewerk	o. A.: M. In: Brockhaus' Kleines Konversations-Lexikon, Berlin: Directmedia Publ. 2001 [1906], S. #page#	1906-12-31
winken	In den ersten Zeichen wird schon das Vollendete erblickt und kühn das Erschaute ins Wort gestellt , um das noch nicht Erfüllte voraus zu winken .	kern	Taubes, Jacob	Abendländische Eschatologie	Wissenschaft	Taubes, Jacob: Abendländische Eschatologie, München: Matthes und Seitz, 1991 [1947], S. #page#	1947-12-31
vorgemerkt	Alle brieflichen und telegraphischen Aufträge sowie Kauf- und Verkaufsangebote in Wertpapieren an der Berliner Börse , deren Abgangsdatum vor dem Tage der Wiederaufnahme der Geschäftstätigkeit nach dem Streik liegt , werden als erloschen betrachtet bezw. nicht vorgemerkt und bedürfen daher einer Erneuerung mit genauer Spezifikation .	kern	unknown	unknown	Gebrauchsliteratur::Zeitung::Morgen-Ausgabe	Berliner Tageblatt (Morgen-Ausgabe), 15.04.1919	1919-04-15
versucht	Am häufigsten versucht man freilich , die Leistungsbereitschaft der Versuchspersonen durch Instruktion zu erreichen .	kern	Foppa, Klaus	Lernen, Gedächtnis, Verhalten	Gebrauchsliteratur::Wissenschaft	Foppa, Klaus: Lernen, Gedächtnis, Verhalten, Köln u. a.: Kiepenheuer & Witsch 1965, S. #page#	1965-12-31
denken	Du wirst ja denken , was ist schon wieder los .	kern	unknown	Brief von Irene G. an Ernst G.	Gebrauchsliteratur::Politik	Brief von Irene G. an Ernst G. vom 14.07.1938, Feldpost-Archive mkb-fp-0270	1938-07-14
haute	Ich stand einfach auf und haute ab .	kern	Berneburger, Cordt [d.i. Thomas Brussig]	Wasserfarben	Belletristik::Roman	Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. #page#	1991-12-31
suchen	Wenn wir etwa für die Veränderung unserer Literatur , in welcher die Aufklärung überwunden wurde , das Ineinandergreifen der Ursachen aufsuchen , dann unterscheiden wir Gruppen derselben , wir suchen ihr Gewicht abzuwägen , und wir grenzen irgendwo den unbegrenzten ursächlichen Konnex nach der Bedeutung der Momente und nach unserem Zwecke ab .	kern	Dilthey, Wilhelm	Der Aufbau der geschichtlichen Welt in den Geisteswissenschaften	Wissenschaft::Philosophie	Dilthey, Wilhelm: Der Aufbau der geschichtlichen Welt in den Geisteswissenschaften. In: Philosophie von Platon bis Nietzsche, Berlin: Directmedia Publ. 2000 [1910], S. #page#	1910-12-31
klirrte	Sein Panzer klirrte ein wenig , und der Arm , den er hob , blinkte im Mondlicht , das verblassend auf dem Tor lag .	kern	Bonsels, Waldemar	Die Biene Maja und ihre Abendteuer	Belletristik::Kinderliteratur	Bonsels, Waldemar: Die Biene Maja und ihre Abenteuer, Berlin: Schuster & Loeffler 1922 [1912], S. #page#	1912-12-31
erklärt	Der Präsident zollte den Leitern des Unternehmens hohes Lob und erklärt , die Bevölkerung der Vereinigten Staaten könne mit Stolz auf das Fortschreiten des großen Werkes blicken .	kern	unknown	Amerika	Zeitung::Abend-Ausgabe	Vossische Zeitung (Abend-Ausgabe), 01.02.1906	1906-02-01
meint	Die Denkmale kommunistischer Identifikationsfiguren sollen nicht einfach auf den Mist geworfen werden , » bloß weil der Mann im Kurs gefallen ist ! « , meint zum Beispiel Friedrich Dieckmann , einer von 31 Autorinnen und Autoren , unter denen sich auch Wladimir Uljanow und Michael Gorbatschow finden .	kern	Ludger Fischer	ex libris	Zeitung	konkret, 2000 [1993]	1993-06-02
aufgeschlagen	Von einer Stufe zur andern wird sie mich geschleift haben : die Treppe ist steil , und meine Füße , die Stümpfe werden bei jedem Ruck aufgeschlagen sein .	kern	Rasp, Renate	Ein ungeratener Sohn	Belletristik::Roman	Rasp, Renate: Ein ungeratener Sohn, Köln: Kiepenheuer & Witsch 1967, S. #page#	1967-12-31
sprechen	So benutzte ich die reichlich sich darbietenden Gelegenheiten , darüber zu sprechen und hatte schließlich eine erkennbare Bewegung in dem angestrebten Sinne erzielt , wie später berichtet werden soll .	kern	Ostwald, Wilhelm	Lebenslinien	Gebrauchsliteratur::Autobiographien	Ostwald, Wilhelm: Lebenslinien. Eine Selbstbiographie, 3 Teile. In: Simons, Oliver (Hg.), Deutsche Autobiographien 1690 - 1930, Berlin: Directmedia Publ. 2004 [1927], S. #page#	1927-12-31
kehrte	Aber unvermutet kehrte der Mann zurück , und nachdem er sich wieder mit derselben drohenden Ängstlichkeit aufgepflanzt hatte , begann er :	kern	Stehr, Hermann	Der Heiligenhof	Belletristik::Roman	Stehr, Hermann: Der Heiligenhof, München: List 1952 [1918], S. #page#	1918-12-31
erhöht	Kein Unternehmen , das seine Preise erhöht , wird mehr Gewinn haben dürfen als im Durchschnitt der 2 besten Jahre in den vergangenen 5 Jahren entspricht .	kern	unknown	Zweite Phase der antiinflationischen Politik; Lohn-, Preis- und Mietenkontrollen	Zeitung::GROSSBRITANNIEN.	Archiv der Gegenwart, 2001 [1973]	1973-01-17
genötigt	Er hatte sich öfter mit mir unterhalten , wenn ich da war , hatte sich großmütig nach meiner literarischen Produktion erkundigt , Preisgesänge auf Maupassant angestimmt , den er über alles verehrte , und mich mit einer gewissen Strenge genötigt , viele Spirituosen durchzuprobieren , wobei er meine Feinschmeckerschaft gewissermaßen examinierte .	kern	Haffner, Sebastian	Geschichte eines Deutschen	Gebrauchsliteratur::Belletristik	Haffner, Sebastian: Geschichte eines Deutschen, Stuttgart: Dt. Verl.-Anst. 2000 [1939], S. #page#	1939-12-31
abgeschafft	Danach soll der Ausschuß abgeschafft und an seiner Stelle der Vorstand um vier Beisitzer vermehrt werden .	kern	unknown		Zeitung::Morgen-Ausgabe	Berliner Tageblatt (Morgen-Ausgabe), 05.03.1907	1907-03-05
vorliegt	Aber wenn ausreichendes Beweismaterial vorliegt , dann wird SHIWKOFF vor Gerichtgestellt .	kern	unknown		Zeitung::SPANIEN. ISRAEL. LIECHTENSTEIN.	Archiv der Gegenwart, 2001 [1990]	1990-03-01
einzugehen	Die darauf erfolgten Verhandlungen in Moskau und Berlin erfuhren in der Note der Regierung der USA , vom 26. September eine falsche Darstellung , wodurch es erforderlich wurde , ausführlicher auf die Fakten der Angelegenheiten einzugehen .	kern	unknown	Okkupationskonflikt. Sowjetzone. Westzonen. Berlin. Verkehrswesen. Finanzen. Währung. Parteien. Wahlen. VEREINIGTE STAATEN. SOWJETUNION. GROSSBRITANNIEN. FRANKREICH. ARGENTINIEN, Außenpolitik. VEREINTE NATIONEN. Sicherheitsrat. Vetorecht.	Zeitung::DEUTSCHLAND.	Archiv der Gegenwart, 2001 [1948]	1948-10-31
stellt	"Für einen "" Rat "" mit einer in dieser Weise politischen , regierungsmäßigen Funktion stellt sich ferner im demokratisch-parlamentarischen Regierungssystem unabweisbar die Frage nach Verantwortlichkeit und parlamentarischer Kontrolle ."	kern	Böckenförde, Ernst-Wolfgang	Die Organisationsgewalt im Bereich der Regierung	Wissenschaft::Rechtswissenschaft	Böckenförde, Ernst-Wolfgang: Die Organisationsgewalt im Bereich der Regierung, Berlin: Duncker u. Humblot 1964, S. #page#	1964-12-31
gegessen	Habt ihr euch auch satt gegessen ? - - Sturmriemen runter . - - - Nicht bange sein . - - - Es ist ja nur halb so schlimm . - - - Ueberhaupt , ich bis ja bei euch . - -	kern	Jungnickel, Max	Unser Kompagnieführer.	Zeitung::Abend-Ausgabe	Vossische Zeitung (Abend-Ausgabe), 06.03.1917	1917-03-06
legt	Als er aber ihre Arme fester an seinem Hals spürt , ihre Hand über sein Ohr streicht , legt er los .	kern	Ossowski, Leonie	Die große Flatter	Belletristik::Jugendliteratur	Ossowski, Leonie: Die große Flatter, Weinheim: Beltz & Gelberg 1986 [1977], S. #page#	1977-12-31
erwerben	Ist sie nicht auch meine Schwester , der ich doch gedenke , den Doktorgrad zu erwerben ?	kern	Klabund	Der Kreidekreis	Belletristik	Klabund: Der Kreidekreis. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1925], S. #page#	1925-12-31
vereinbart	Gleichzeitig wurde vereinbart , daß die nicht verkaufswilligen Siedler weitere 5 Jahre ihren Besitz unbeschränkt bewirtschaften dürften .	kern	unknown	Tunesien enteignet alle ausländischen Landbesitzer mit Ausnahme der algerischen; Frankreich stellte jede Wirtschaftshilfe ein	Zeitung::TUNESIEN. FRANKREICH.	Archiv der Gegenwart, 2001 [1964]	1964-05-12
segregieren	Mit ihnen segregieren die Chromatidabschnitte bis zum ersten Crossover ( vgl. Abb. 2,9 ) .	kern	Bresch, Carsten	Klassische und molekulare Genetik	Wissenschaft	Bresch, Carsten: Klassische und molekulare Genetik, Berlin u. a.: Springer 1965 [1964], S. #page#	1964-12-31
wünschte	Ich wünschte - ja , was wünsche ich eigentlich ?	kern	Heyking, Elisabeth von	Briefe, die ihn nicht erreichten	Belletristik	Heyking, Elisabeth von: Briefe, die ihn nicht erreichten. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1903], S. #page#	1903-12-31
unterlassen	Sie macht jedesmal einen großen Bogen um ihn , weil er ständig Ermahnungen für sie bereithält , etwa nicht herumzulungern , zu grüßen , nicht so frech zu blicken , den Lärm gefälligst zu unterlassen , irgend etwas fällt ihm immer ein .	kern	Becker, Jurek	Jakob der Lügner	Belletristik::Roman	Becker, Jurek: Jakob der Lügner, Berlin: Aufbau-Verl. 1969, S. #page#	1969-12-31
gescheitert	Als sein Leben noch einen Inhalt , noch Sinn hatte , war der Tod für ihn ohne Schrecken gewesen ; nun aber , wo sein Leben leer , seine Hoffnungen gescheitert waren , war es vorbei mit der inneren Ruhe , mit dem sicheren Vertrauen auf eine bessere Gegenwart derer , die nach ihm dasein würden .	kern	unknown	Die Väter	Belletristik::Roman	Bredel, Willi: Die Väter. In: ders., Gesammelte Werke in Einzelausgaben, Bd. 7, Berlin: Aufbau-Verl. 1973 [1946], S. #page#	1946-12-31
verläßt	Bei diesen verläßt das flugunfähige Männchen die Feige , in welcher es als Larve lebte , gar nicht und ist deshalb plump und ungeflügelt , während das Weibchen , das zum Zwecke der Eiablage junge blühende Feigen aufsuchen muß , beweglich und geflügelt ist .	kern	Reinhardt, Ludwig	Die Geschichte des Lebens auf der Erde	Wissenschaft::Gebrauchsliteratur	Reinhardt, Ludwig: Vom Nebelfleck zum Menschen, München: Reinhardt 1909, S. #page#	1909-12-31
läßt	Warum sich die IDE allerdings nicht mehrfach starten läßt , bleibt wohl ein Geheimnis von Borland .	kern	unknown	Wechselbad	Zeitung::Prüfstand	C't, 1995, Nr. 4	1995-04-15
forderte	Im Dawes-Abkommen von 1924 wurde die Gesamtsumme fallengelassen ; statt dessen forderte man jährlich 2,5 Milliarden RM .	kern	Th.	Reparationen	Gebrauchsliteratur::Aktuelles Lexikon	o. A. [Th.]: Reparationen. In: Aktuelles Lexikon 1974-2000, München: DIZ 2000 [1990]	1990-02-17
mitgemacht	Wenn ich das so bedenke , Junge , Junge , da kann man nur sein Hütchen vor Ihnen ziehen , weil Sie so was mitgemacht haben .	kern	Hausmann, Manfred	Abel mit der Mundharmonika	Belletristik::Roman	Hausmann, Manfred: Abel mit der Mundharmonika. In: ders., Gesammelte Werke, Berlin: Fischer 1983 [1932], S. #page#	1932-12-31
vergessen	Es stand ja jetzt zur Frage , ob diese Hand an der Entrücktheit des weltlichen Ekstatikers teilnahm und in der Lade nur vergessen worden war oder ob das Bewußtsein der westlichen Geisteshälfte in ihr weiterlebte mit der vorübergehend wohl suspendierten , nicht aber endgültig aufgegebenen Absicht , die beim Eintritt des Günstlings sich so unverkennbar geregt hatte .	kern	Gütersloh, Albert Paris	Sonne und Mond	Belletristik	Gütersloh, Albert Paris: Sonne und Mond, München: Piper 1984 [1962], S. #page#	1962-12-31
fürchtete	Sie fragte ihn , ob er ihr helfen wollte , die Hunde zu tränken , und weil er sich vor Hunden fürchtete , ergriff sie seine Hand und führte ihn zu ihrem Wagen , in dem der englische Matrose lag , der Hermann bei der Rauferei die Flasche über den Schädel geschlagen hatte , damals auf der Walze .	kern	Bieler, Manfred	Der Bär	Belletristik::Roman	Bieler, Manfred: Der Bär, Hamburg: Hoffmann und Campe 1983, S. #page#	1983-12-31
flattern	Wo ein Hafen sich auftat wurde angelegt und von der Fruchtbarkeit des Landes genascht ; gleich den Kolibris , die von Honigblüte zu Honigblüte flattern und durstig Nektar trinken .	kern	Rangnow, Rudolf	Tropenpracht und Urwaldnacht	Belletristik	Rangnow, Rudolf: Tropenpracht und Urwaldnacht, Braunschweig: Gustav Wenzel & Sohn 1938 [1938], S. #page#	1938-12-31
halten	Geerd ging wie immer zwischen den beiden andern , die sich so ähnlich sahen , daß man sie in gleichen Kleidern fast für Zwillinge halten konnte .	kern	Reventlow, Franziska Gräfin zu	Ellen Olestjerne	Belletristik	Reventlow, Franziska Gräfin zu: Ellen Olestjerne. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1903], S. #page#	1903-12-31
bewegen	Es ist ja möglich , einige Mitglieder des österreichischen Parlaments zu einer Reise nach Rom zu bewegen , bei welcher Gelegenheit sie auch an der Friedenskonferenz teilnehmen müßten .	kern	Suttner, Bertha von	Memoiren	Belletristik::Gebrauchsliteratur	Suttner, Bertha von: Autobiographie. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. #page#	1909-12-31
verfolgt	Jede Form von Gemeinde- und Erlösungsreligiosität war teils direkt verfolgt und ausgerottet , teils in ähnlichem Sinne Privatangelegenheit und gering geschätzt wie etwa die orphischen Pfaffen bei den vornehmen Hellenen der klassischen Zeit .	kern	Weber, Max	Die Wirtschaftsethik der Weltreligionen	Wissenschaft	Weber, Max: Die Wirtschaftsethik der Weltreligionen. In: Weber, Marianne (Hg.), Gesammelte Aufsätze zur Religionssoziologie, Bd. I, Tübingen: Mohr 1920 [1916-1919], S. #page#	1919-12-31
fraget	Und als er in durch ein Tolmetschen fraget , wie und warumb er so vermessenlich unter sie geritten ?	kern	Delbrück, Hans	Geschichte der Kriegskunst im Rahmen der politischen Geschichte - Vierter Teil: Neuzeit	Wissenschaft	Delbrück, Hans: Geschichte der Kriegskunst im Rahmen der politischen Geschichte - Vierter Teil: Neuzeit, Berlin: Directmedia Publ. 2002 [1920], S. #page#	1920-12-31
gehandelt	Ich weiß nicht , wieso ich gleich darauf kam , daß es sich hier um Wera gehandelt haben müsse .	kern	Hartung, Hugo	Wir WuStmt> dition	Belletristik::Roman	Hartung, Hugo: Wir Wunderkinder, Düsseldorf: Droste Verl. 1970 [1959], S. #page#	1959-12-31
verstieß	Ungeduld ergriff sie , denn schon drohte der Morgen , beseligte die Erfüllten mit Hoffnung und verstieß die Unerfüllten .	kern	Aichinger, Ilse	Die größere Hoffnung	Belletristik::Roman	Aichinger, Ilse: Die größere Hoffnung, Frankfurt a. M.: S. Fischer 1966 [1948], S. #page#	1948-12-31
herfiel	Die Frau ging auch bereitwillig darauf ein und war gerade im Begriff , dem Jungen eine Mark zu geben , als dieser plötzlich über die Ahnungslose herfiel , sie zu Boden warf und wild auf sein Opfer einschlug .	kern	unknown	Raubüberfall auf eine Frau	Zeitung::Berliner Ausgabe	Völkischer Beobachter (Berliner Ausgabe), 01.03.1940	1940-03-01
gelten	Der Vertrag über den Finanzkredit , der Bedingungen gemäß diesem Abkommen enthalten wird , wird zwischen der Kreditanstalt für Wiederaufbau und der Bank Handlowy Warszawa S. A. so rechtzeitig abgeschlossen , daß die in Art. 2 genannten Zahlungstermine eingehalten werden können ; er unterliegt den Rechtsvorschriften , die in der BRD gelten .	kern	unknown	Außenminister Genscher unterzeichnet in Warschau 4 Abkommen mit Polen über Renten- und Unfallversicherung, die Gewährung eines Finanzkredits und die langfristige Zusammenarbeitsentwicklung; Protokoll über Ausreise von ca. 125 000 Personen aus Polen in die BRD	Zeitung::BUNDESREPUBLIK DEUTSCHLAND. POLEN.	Archiv der Gegenwart, 2001 [1975]	1975-10-10
finden	Zu gleicher Zeit hoffe ich , daß die Beratungen über den Staatshaushalt und die Gesetzesentwürfe , die Ihnen vorgelegt worden sind , ihre rasche Annahme finden werden .	kern	unknown	Außenpolitik. Innenpolitik. Wehrmacht. Reichstag.	Zeitung::JAPAN.	Archiv der Gegenwart, 2001 [1943]	1943-10-27
beruft	In Schaumburg-Lippe beschließt die Landesregierung ihren sofortigen Rücktritt ; sie beruft den Landtag zwecks Auflösung zusammen .	kern	unknown	Chronik deutscher Zeitgeschichte - 1933	Wissenschaft	o. A.: 1933. In: Overresch, Manfred u. Saal, Friedrich Wilhelm (Hgg.) Deutsche Geschichte von Tag zu Tag 1918-1949, Berlin: Directmedia Publ. 2000 [1982], S. #page#	1982-12-31
unterbreitete	Aus diesem Grunde lehnten die Westmächte auch den Entwurf eines Friedensvertrages und den Vorschlag zur Bildung einer » Provisorischen gesamtdeutschen Regierung « ab , den Molotow auf der Berliner Außenministerkonferenz im Februar 1954 unterbreitete .	kern	Zimmermann, Hartmut (Hg.)	DDR-Handbuch - D	Gebrauchsliteratur::Politik	Zimmermann, Hartmut (Hg.): DDR-Handbuch - D. In: Enzyklopädie der DDR, Berlin: Directmedia Publ. 2000 [1985], S. #page#	1985-12-31
